NodeID,PaperTitle,Type,Authors,PublicationYear,DOI
10.1109/TKDE.2018.2807452,"A Comprehensive Survey of Graph Embedding: Problems, Techniques, and Applications",Reference,"H. Cai, V. W. Zheng, and K. Chang",2018,10.1109/TKDE.2018.2807452
10.1609/aaai.v32i1.11885,Distance-Aware DAG Embedding for Proximity Search on Heterogeneous Graphs,ReferenceOfReference,"['Zemin Liu', 'V. Zheng', 'Zhou Zhao', 'Fanwei Zhu', 'K. Chang', 'Minghui Wu', 'Jing Ying']",2018,10.1609/aaai.v32i1.11885
10.1145/3178876.3186073,Subgraph-augmented Path Embedding for Semantic User Search on Heterogeneous Social Network,ReferenceOfReference,"['Zemin Liu', 'V. Zheng', 'Zhou Zhao', 'Hongxia Yang', 'K. Chang', 'Minghui Wu', 'Jing Ying']",2018,10.1145/3178876.3186073
10.1109/TPAMI.2018.2839733,Piecewise Flat Embedding for Image Segmentation,ReferenceOfReference,"['Chaowei Fang', 'Zicheng Liao', 'Yizhou Yu']",2018,10.1109/TPAMI.2018.2839733
10.1109/TKDE.2017.2754499,Knowledge Graph Embedding: A Survey of Approaches and Applications,ReferenceOfReference,"['Quan Wang', 'Zhendong Mao', 'Bin Wang', 'Li Guo']",2017,10.1109/TKDE.2017.2754499
10.1145/3132847.3132925,Learning Community Embedding with Community Detection and Node Embedding on Graphs,ReferenceOfReference,"['Sandro Cavallari', 'V. Zheng', 'Hongyun Cai', 'K. Chang', 'E. Cambria']",2017,10.1145/3132847.3132925
10.1109/ICDM.2017.57,Topological Recurrent Neural Network for Diffusion Prediction,ReferenceOfReference,"['Jia Wang', 'V. Zheng', 'Zemin Liu', 'K. Chang']",2017,10.1109/ICDM.2017.57
10.24963/ijcai.2017/544,Fast Network Embedding Enhancement via High Order Proximity Approximation,ReferenceOfReference,"['Cheng Yang', 'Maosong Sun', 'Zhiyuan Liu', 'Cunchao Tu']",2017,10.24963/ijcai.2017/544
10.24963/ijcai.2017/472,User Profile Preserving Social Network Embedding,ReferenceOfReference,"['Daokun Zhang', 'Jie Yin', 'Xingquan Zhu', 'Chengqi Zhang']",2017,10.24963/ijcai.2017/472
10.1145/3097983.3098036,metapath2vec: Scalable Representation Learning for Heterogeneous Networks,ReferenceOfReference,"['Yuxiao Dong', 'N. Chawla', 'A. Swami']",2017,10.1145/3097983.3098036
10.24963/ijcai.2017/361,Flexible Orthogonal Neighborhood Preserving Embedding,ReferenceOfReference,"['Tianji Pang', 'F. Nie', 'Junwei Han']",2017,10.24963/ijcai.2017/361
10.1016/j.knosys.2018.03.022,"Graph Embedding Techniques, Applications, and Performance: A Survey",ReferenceOfReference,"['Palash Goyal', 'Emilio Ferrara']",2017,10.1016/j.knosys.2018.03.022
10.1145/3097983.3098061,struc2vec: Learning Node Representations from Structural Identity,ReferenceOfReference,"['Leonardo F. R. Ribeiro', 'Pedro H. P. Saverese', 'Daniel R. Figueiredo']",2017,10.1145/3097983.3098061
10.1145/3038912.3052558,Explicit Semantic Ranking for Academic Search via Knowledge Graph Embedding,ReferenceOfReference,"['Chenyan Xiong', 'Russell Power', 'Jamie Callan']",2017,10.1145/3038912.3052558
10.1145/3038912.3052575,Cross View Link Prediction by Learning Noise-resilient Representation Consensus,ReferenceOfReference,"['Xiaokai Wei', 'Linchuan Xu', 'Bokai Cao', 'Philip S. Yu']",2017,10.1145/3038912.3052575
10.1145/3038912.3052601,"Regions, Periods, Activities: Uncovering Urban Dynamics via Cross-Modal Representation Learning",ReferenceOfReference,"['Chao Zhang', 'Keyang Zhang', 'Quan Yuan', 'Haoruo Peng', 'Yu Zheng', 'T. Hanratty', 'Shaowen Wang', 'Jiawei Han']",2017,10.1145/3038912.3052601
10.1109/TKDE.2016.2632716,Using Geodesic Space Density Gradients for Network Community Detection,ReferenceOfReference,"['A. Mahmood', 'M. Small', 'S. Al-Maadeed', 'N. Rajpoot']",2017,10.1109/TKDE.2016.2632716
10.1109/TKDE.2016.2638425,SSE: Semantically Smooth Embedding for Knowledge Graphs,ReferenceOfReference,"['Shu Guo', 'Quan Wang', 'Bin Wang', 'Lihong Wang', 'Li Guo']",2017,10.1109/TKDE.2016.2638425
10.1609/aaai.v31i1.10839,Matching Node Embeddings for Graph Similarity,ReferenceOfReference,"['Giannis Nikolentzos', 'Polykarpos Meladianos', 'M. Vazirgiannis']",2017,10.1609/aaai.v31i1.10839
10.1609/aaai.v31i1.10814,Unsupervised Large Graph Embedding,ReferenceOfReference,"['F. Nie', 'Wei Zhu', 'Xuelong Li']",2017,10.1609/aaai.v31i1.10814
10.1609/aaai.v31i1.10878,Scalable Graph Embedding for Asymmetric Proximity,ReferenceOfReference,"['Chang Zhou', 'Yuqiong Liu', 'Xiaofei Liu', 'Zhongyi Liu', 'Jun Gao']",2017,10.1609/aaai.v31i1.10878
10.1609/aaai.v31i1.10999,Community-Based Question Answering via Asymmetric Multi-Faceted Ranking Network Learning,ReferenceOfReference,"['Zhou Zhao', 'Hanqing Lu', 'V. Zheng', 'Deng Cai', 'Xiaofei He', 'Yueting Zhuang']",2017,10.1609/aaai.v31i1.10999
10.1609/aaai.v31i1.10951,Incorporating Knowledge Graph Embeddings into Topic Modeling,ReferenceOfReference,"['Liang Yao', 'Yin Zhang', 'Baogang Wei', 'Zhe Jin', 'Rui Zhang', 'Yangyang Zhang', 'Qinfei Chen']",2017,10.1609/aaai.v31i1.10951
10.1609/aaai.v31i1.11067,Community-Based Question Answering via Contextual Ranking Metric Network Learning,ReferenceOfReference,"['Hanqing Lu', 'Ming Kong']",2017,10.1609/aaai.v31i1.11067
10.1609/aaai.v31i1.10486,Semantic Proximity Search on Heterogeneous Graph by Proximity Embedding,ReferenceOfReference,"['Zemin Liu', 'V. Zheng', 'Zhou Zhao', 'Fanwei Zhu', 'K. Chang', 'Minghui Wu', 'Jing Ying']",2017,10.1609/aaai.v31i1.10486
10.1609/aaai.v31i1.10488,Community Preserving Network Embedding,ReferenceOfReference,"['Xiao Wang', 'Peng Cui', 'Jing Wang', 'J. Pei', 'Wenwu Zhu', 'Shiqiang Yang']",2017,10.1609/aaai.v31i1.10488
10.1109/ICDM.2016.0111,Large-Scale Embedding Learning in Heterogeneous Event Data,ReferenceOfReference,"['Huan Gui', 'Jialu Liu', 'Fangbo Tao', 'Meng Jiang', 'Brandon Norick', 'Jiawei Han']",2016,10.1109/ICDM.2016.0111
10.1109/ICDM.2016.0072,"Homophily, Structure, and Content Augmented Network Representation Learning",ReferenceOfReference,"['Daokun Zhang', 'Jie Yin', 'Xingquan Zhu', 'Chengqi Zhang']",2016,10.1109/ICDM.2016.0072
10.1109/ICDM.2016.0090,Learning from Your Network of Friends: A Trajectory Representation Learning Model Based on Online Social Ties,ReferenceOfReference,"['Basma Alharbi', 'Xiangliang Zhang']",2016,10.1109/ICDM.2016.0090
10.1109/CVPR.2017.576,Geometric Deep Learning on Graphs and Manifolds Using Mixture Model CNNs,ReferenceOfReference,"['Federico Monti', 'Davide Boscaini', 'Jonathan Masci', 'E. Rodolà', 'Jan Svoboda', 'M. Bronstein']",2016,10.1109/CVPR.2017.576
10.1109/MSP.2017.2693418,Geometric Deep Learning: Going beyond Euclidean data,ReferenceOfReference,"['M. Bronstein', 'Joan Bruna', 'Yann LeCun', 'Arthur Szlam', 'P. Vandergheynst']",2016,10.1109/MSP.2017.2693418
10.1145/3038912.3052643,DeepCas: An End-to-end Predictor of Information Cascades,ReferenceOfReference,"['Cheng Li', 'Jiaqi W. Ma', 'Xiaoxiao Guo', 'Qiaozhu Mei']",2016,10.1145/3038912.3052643
10.1609/aaai.v31i1.10677,ProjE: Embedding Projection for Knowledge Graph Completion,ReferenceOfReference,"['Baoxu Shi', 'Tim Weninger']",2016,10.1609/aaai.v31i1.10677
10.24963/ijcai.2017/209,Multilingual Knowledge Graph Embeddings for Cross-lingual Knowledge Alignment,ReferenceOfReference,"['Muhao Chen', 'Yingtao Tian', 'Mohan Yang', 'C. Zaniolo']",2016,10.24963/ijcai.2017/209
10.4236/IJCNS.2016.911041,Geospatial Area Embedding Based on the Movement Purpose Hypothesis Using Large-Scale Mobility Data from Smart Card,ReferenceOfReference,"['Masanao Ochi', 'Y. Nakashio', 'M. Ruttley', 'Junichiro Mori', 'I. Sakata']",2016,10.4236/IJCNS.2016.911041
10.1145/2964284.2967257,Capped Lp-Norm Graph Embedding for Photo Clustering,ReferenceOfReference,"['Mengfan Tang', 'F. Nie', 'R. Jain']",2016,10.1145/2964284.2967257
